begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT,APPOSITION,NOMINAL,PRONOUN
117334,117341,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
117363,117364,,,-1,-1,"                      THE END
",I,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,true
117368,117375,,,-1,-1,"                      THE END
",Gazelle,"



                          ",3,POP STAR GAZELLE,false,false,true,true,false,false,false
117844,117851,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
117878,117879,,,-1,-1,"                      THE END
",I,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,true
127677,127694,,,-1,-1,"                      THE END
","pop star, Gazelle","



                          ",3,POP STAR GAZELLE,false,false,true,false,true,false,false
127983,127990,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
128051,128058,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
128294,128295,,,-1,-1,"                      THE END
",I,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,true
128303,128312,,,-1,-1,"                      THE END
",Gazelle's,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
128475,128482,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
128513,128514,,,-1,-1,"                      THE END
",I,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,true
128659,128666,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
128932,128939,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
129151,129161,,,-1,-1,"                      THE END
",Gazzelle's,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
129195,129202,,,-1,-1,"                      THE END
",GAZELLE,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,false
129298,129299,,,-1,-1,"                      THE END
",I,"



                          ",3,POP STAR GAZELLE,false,false,true,false,false,false,true
127140,127149,,,-1,-1,"                      THE END
",a CARIBOU,"



                          ",4,a CARIBOU,false,false,false,false,false,false,false
127293,127302,,,-1,-1,"                      THE END
",A caribou,"



                          ",4,a CARIBOU,false,false,false,false,false,false,false
126419,126429,,,-1,-1,"                      THE END
",REPORTER 5,"



                          ",5,REPORTER 5,false,false,true,false,false,false,false
80302,80307,,,-1,-1,"                      THE END
",Kevin,"



                          ",6,Kevin,false,false,false,false,false,false,false
20394,20400,,,-1,-1,"                      THE END
",COTTON,"



                          ",7,COTTON,false,false,true,false,false,false,false
20422,20423,,,-1,-1,"                      THE END
",I,"



                          ",7,COTTON,false,false,true,false,false,false,true
23947,23949,,,-1,-1,"                      THE END
",he,"



                          ",8,LEOPARD,false,false,false,false,false,false,true
23985,23988,,,-1,-1,"                      THE END
",him,"



                          ",8,LEOPARD,false,false,false,false,false,false,true
24014,24021,,,-1,-1,"                      THE END
",LEOPARD,"



                          ",8,LEOPARD,false,false,false,false,false,false,false
143975,143998,,,-1,-1,"                      THE END
",a TOUGH SHEEP LABWORKER,"



                          ",9,a TOUGH SHEEP LABWORKER,false,false,false,false,false,false,false
144008,144010,,,-1,-1,"                      THE END
",He,"



                          ",9,a TOUGH SHEEP LABWORKER,false,false,false,false,false,false,true
144168,144179,,,-1,-1,"                      THE END
",The Sheep's,"



                          ",9,a TOUGH SHEEP LABWORKER,false,false,false,false,false,false,false
144337,144346,,,-1,-1,"                      THE END
",The Sheep,"



                          ",9,a TOUGH SHEEP LABWORKER,false,false,false,false,false,true,false
121582,121598,,,-1,-1,"                      THE END
",ANOTHER REPORTER,"



                          ",10,ANOTHER REPORTER,false,false,true,false,false,false,false
30608,30618,,,-1,-1,"                      THE END
",JUMBEAUX'S,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
30836,30857,,,-1,-1,"                      THE END
","the proprietor, JERRY","



                          ",11,JERRY JUMBEAUX,false,false,false,false,true,false,false
30958,30977,,,-1,-1,"                      THE END
","JERRY JUMBEAUX, JR.","



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
30996,30997,,,-1,-1,"                      THE END
",I,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,true
31090,31091,,,-1,-1,"                      THE END
",I,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,true
31303,31306,,,-1,-1,"                      THE END
",sir,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,true,false
31831,31850,,,-1,-1,"                      THE END
","JERRY JUMBEAUX, JR.","



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
32534,32554,,,-1,-1,"                      THE END
"," JERRY JUMBEAUX, JR.","



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
32738,32758,,,-1,-1,"                      THE END
"," JERRY JUMBEAUX, JR.","



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
33116,33135,,,-1,-1,"                      THE END
","JERRY JUMBEAUX, JR.","



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
33376,33380,,,-1,-1,"                      THE END
",your,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,true
33558,33578,,,-1,-1,"                      THE END
"," JERRY JUMBEAUX, JR.","



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
33680,33683,,,-1,-1,"                      THE END
",you,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,true
33988,33991,,,-1,-1,"                      THE END
",you,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,true
34024,34027,,,-1,-1,"                      THE END
",you,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,true
34353,34372,,,-1,-1,"                      THE END
","JERRY JUMBEAUX, JR.","



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
35040,35050,,,-1,-1,"                      THE END
",JUMBEAUX'S,"



                          ",11,JERRY JUMBEAUX,false,false,false,false,false,false,false
158466,158477,,,-1,-1,"                      THE END
",PREY ANCHOR,"



                          ",12,PREY ANCHOR,false,false,true,false,false,false,false
104037,104056,,,-1,-1,"                      THE END
",a LITTLE MOUSE LADY,"



                          ",13,a LITTLE MOUSE LADY,false,false,false,false,false,false,false
90985,91002,,,-1,-1,"                      THE END
",a handcuffed PERP,"



                          ",14,a handcuffed PERP,false,false,false,true,false,false,false
91176,91179,,,-1,-1,"                      THE END
",you,"



                          ",14,a handcuffed PERP,false,false,false,false,false,false,true
91653,91656,,,-1,-1,"                      THE END
",you,"



                          ",14,a handcuffed PERP,false,false,false,false,false,false,true
120971,120981,,,-1,-1,"                      THE END
",a REPORTER,"



                          ",15,a REPORTER,false,false,true,false,false,false,false
121076,121084,,,-1,-1,"                      THE END
",REPORTER,"



                          ",15,a REPORTER,false,false,true,false,false,false,false
122123,122131,,,-1,-1,"                      THE END
",REPORTER,"



                          ",15,a REPORTER,false,false,true,false,false,false,false
122833,122841,,,-1,-1,"                      THE END
",REPORTER,"



                          ",15,a REPORTER,false,false,true,false,false,false,false
123148,123156,,,-1,-1,"                      THE END
",REPORTER,"



                          ",15,a REPORTER,false,false,true,false,false,false,false
81423,81435,,,-1,-1,"                      THE END
",A POLAR BEAR,"



                          ",16,A POLAR BEAR,false,false,false,false,false,false,false
27933,27942,,,-1,-1,"                      THE END
",Rhinowitz,"



                          ",17,Rhinowitz,false,false,false,false,false,false,false
145367,145372,,,-1,-1,"                      THE END
",Jesse,"



                          ",18,Jesse,false,false,false,false,false,false,false
148017,148022,,,-1,-1,"                      THE END
",Jesse,"



                          ",18,Jesse,false,false,false,false,false,false,false
148049,148051,,,-1,-1,"                      THE END
",He,"



                          ",18,Jesse,false,false,false,false,false,false,true
148103,148106,,,-1,-1,"                      THE END
",him,"



                          ",18,Jesse,false,false,false,false,false,false,true
148408,148413,,,-1,-1,"                      THE END
",Jesse,"



                          ",18,Jesse,false,false,false,false,false,false,false
148741,148746,,,-1,-1,"                      THE END
",JESSE,"



                          ",18,Jesse,false,false,false,false,false,false,false
148876,148881,,,-1,-1,"                      THE END
",Jesse,"



                          ",18,Jesse,false,false,false,false,false,false,false
11583,11631,,,-1,-1,"                      THE END
","MAJOR FRIEDKIN, an intimidating drill instructor","



                          ",19,MAJOR FRIEDKIN,false,false,true,false,true,false,false
11664,11678,,,-1,-1,"                      THE END
",MAJOR FRIEDKIN,"



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
12110,12124,,,-1,-1,"                      THE END
",MAJOR FRIEDKIN,"



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
12370,12385,,,-1,-1,"                      THE END
","MAJOR FRIEDKIN ","



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
12611,12627,,,-1,-1,"                      THE END
"," MAJOR FRIEDKIN ","



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
12781,12795,,,-1,-1,"                      THE END
",MAJOR FRIEDKIN,"



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
12889,12903,,,-1,-1,"                      THE END
",MAJOR FRIEDKIN,"



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
13048,13062,,,-1,-1,"                      THE END
",MAJOR FRIEDKIN,"



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
13368,13382,,,-1,-1,"                      THE END
",MAJOR FRIEDKIN,"



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
13543,13565,,,-1,-1,"                      THE END
",the drill instructor's,"



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,true,false
13614,13629,,,-1,-1,"                      THE END
","MAJOR FRIEDKIN ","



                          ",19,MAJOR FRIEDKIN,false,false,true,false,false,false,false
1069,1077,,,-1,-1,"                      THE END
",A JAGUAR,"



                          ",20,JAGUAR,false,false,true,false,false,false,false
2103,2113,,,-1,-1,"                      THE END
",the jaguar,"



                          ",20,JAGUAR,false,false,true,false,false,false,false
2504,2514,,,-1,-1,"                      THE END
",the jaguar,"



                          ",20,JAGUAR,false,false,true,false,false,false,false
2684,2694,,,-1,-1,"                      THE END
",the jaguar,"



                          ",20,JAGUAR,false,false,true,false,false,false,false
2958,2968,,,-1,-1,"                      THE END
",The Jaguar,"



                          ",20,JAGUAR,false,false,true,false,false,false,false
2978,2981,,,-1,-1,"                      THE END
",his,"



                          ",20,JAGUAR,false,false,true,false,false,false,true
3174,3188,,,-1,-1,"                      THE END
",ACTUARY JAGUAR,"



                          ",20,JAGUAR,false,false,true,false,false,true,false
3199,3200,,,-1,-1,"                      THE END
",I,"



                          ",20,JAGUAR,false,false,true,false,false,false,true
3255,3265,,,-1,-1,"                      THE END
",The Jaguar,"



                          ",20,JAGUAR,false,false,true,false,false,false,false
3275,3278,,,-1,-1,"                      THE END
",his,"



                          ",20,JAGUAR,false,false,true,false,false,false,true
3287,3289,,,-1,-1,"                      THE END
",He,"



                          ",20,JAGUAR,false,false,true,false,false,false,true
3332,3339,,,-1,-1,"                      THE END
",ACTUARY,"



                          ",20,JAGUAR,false,false,true,false,false,true,false
3356,3357,,,-1,-1,"                      THE END
",I,"



                          ",20,JAGUAR,false,false,true,false,false,false,true
3397,3398,,,-1,-1,"                      THE END
",I,"



                          ",20,JAGUAR,false,false,true,false,false,false,true
3901,3913,,,-1,-1,"                      THE END
",a WEASEL KID,"



                          ",21,WEASEL KID,false,false,false,false,false,false,false
3822,3825,,,-1,-1,"                      THE END
",STU,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
4943,4952,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
5012,5014,,,-1,-1,"                      THE END
",me,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
5109,5118,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
5263,5266,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
5377,5386,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
5628,5639,,,-1,-1,"                      THE END
",your father,"



                          ",22,STU HOPPS,false,false,true,false,false,true,false
5786,5795,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
5924,5933,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
6038,6048,,,-1,-1,"                      THE END
"," STU HOPPS","



                          ",22,STU HOPPS,false,false,true,false,false,false,false
6174,6175,,,-1,-1,"                      THE END
",I,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
6325,6334,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
6560,6570,,,-1,-1,"                      THE END
"," STU HOPPS","



                          ",22,STU HOPPS,false,false,true,false,false,false,false
6705,6713,,,-1,-1,"                      THE END
",Your dad,"



                          ",22,STU HOPPS,false,false,true,false,false,true,false
6879,6888,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
6993,7002,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
7159,7162,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
7323,7332,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
7403,7408,,,-1,-1,"                      THE END
",Stu's,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
7471,7474,,,-1,-1,"                      THE END
",You,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
7549,7558,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
13742,13751,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
13882,13891,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
16497,16500,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
16664,16673,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
16773,16782,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
16846,16847,,,-1,-1,"                      THE END
",I,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
17307,17316,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
17503,17512,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
17581,17584,,,-1,-1,"                      THE END
",You,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
17635,17644,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
17869,17872,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
17894,17904,,,-1,-1,"                      THE END
"," STU HOPPS","



                          ",22,STU HOPPS,false,false,true,false,false,false,false
18021,18032,,,-1,-1,"                      THE END
",your father,"



                          ",22,STU HOPPS,false,false,true,false,false,true,false
18343,18352,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
18575,18578,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
18657,18667,,,-1,-1,"                      THE END
"," STU HOPPS","



                          ",22,STU HOPPS,false,false,true,false,false,false,false
18859,18868,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
19040,19049,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
19077,19080,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
19236,19239,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
19261,19271,,,-1,-1,"                      THE END
"," STU HOPPS","



                          ",22,STU HOPPS,false,false,true,false,false,false,false
19428,19431,,,-1,-1,"                      THE END
",you,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
19538,19547,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
19775,19778,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
20184,20194,,,-1,-1,"                      THE END
"," STU HOPPS","



                          ",22,STU HOPPS,false,false,true,false,false,false,false
20299,20302,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
43743,43746,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
43798,43807,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
44259,44268,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
44803,44812,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
44970,44979,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
45054,45057,,,-1,-1,"                      THE END
",Dad,"



                          ",22,STU HOPPS,false,false,true,false,false,true,false
45059,45062,,,-1,-1,"                      THE END
",Dad,"



                          ",22,STU HOPPS,false,false,true,false,false,true,false
45086,45095,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
45167,45170,,,-1,-1,"                      THE END
",DAD,"



                          ",22,STU HOPPS,false,false,true,false,false,true,false
45172,45175,,,-1,-1,"                      THE END
",You,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
45343,45352,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
85415,85420,,,-1,-1,"                      THE END
",HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
132776,132779,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
132833,132842,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
133303,133312,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
133610,133619,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
133899,133908,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
134139,134148,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
134173,134174,,,-1,-1,"                      THE END
",I,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
135092,135095,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
135136,135146,,,-1,-1,"                      THE END
"," STU HOPPS","



                          ",22,STU HOPPS,false,false,true,false,false,false,false
135407,135412,,,-1,-1,"                      THE END
",Mr. H,"



                          ",22,STU HOPPS,false,false,true,false,false,true,false
135563,135566,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
135646,135655,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
135721,135722,,,-1,-1,"                      THE END
",I,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
135775,135776,,,-1,-1,"                      THE END
",I,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
136043,136052,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
136461,136470,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
136546,136547,,,-1,-1,"                      THE END
",I,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
136995,136998,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
137022,137025,,,-1,-1,"                      THE END
",his,"



                          ",22,STU HOPPS,false,false,true,false,false,false,true
137082,137085,,,-1,-1,"                      THE END
",Stu,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
137131,137140,,,-1,-1,"                      THE END
",STU HOPPS,"



                          ",22,STU HOPPS,false,false,true,false,false,false,false
1780,1803,,,-1,-1,"                      THE END
","BOBBY CATMULL, a bobcat","



                          ",23,BOBBY CATMULL,false,false,false,false,true,false,false
3122,3129,,,-1,-1,"                      THE END
",Catmull,"



                          ",23,BOBBY CATMULL,false,false,false,false,false,false,false
3546,3553,,,-1,-1,"                      THE END
",Catmull,"



                          ",23,BOBBY CATMULL,false,false,false,false,false,false,false
4194,4201,,,-1,-1,"                      THE END
",Catmull,"



                          ",23,BOBBY CATMULL,false,false,false,false,false,false,false
4255,4257,,,-1,-1,"                      THE END
",He,"



                          ",23,BOBBY CATMULL,false,false,false,false,false,false,true
4621,4628,,,-1,-1,"                      THE END
",Catmull,"



                          ",23,BOBBY CATMULL,false,false,false,false,false,false,false
100215,100224,,,-1,-1,"                      THE END
",a BIG KID,"



                          ",24,a BIG KID,false,false,false,false,false,false,false
3813,3819,,,-1,-1,"                      THE END
",BONNIE,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
4989,4997,,,-1,-1,"                      THE END
",your mom,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,true,false
5192,5195,,,-1,-1,"                      THE END
",Bon,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
5218,5230,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
5600,5612,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
5876,5888,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
5988,6000,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
6677,6689,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
6715,6717,,,-1,-1,"                      THE END
",me,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,true
6925,6937,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
7167,7173,,,-1,-1,"                      THE END
",Bonnie,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
7215,7227,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
7392,7398,,,-1,-1,"                      THE END
",Bonnie,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
7448,7460,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
7483,7484,,,-1,-1,"                      THE END
",I,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,true
13823,13835,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
16502,16508,,,-1,-1,"                      THE END
",Bonnie,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
16589,16601,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
16724,16736,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
17034,17046,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
17451,17463,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
17558,17570,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
17817,17829,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
17961,17973,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
18518,18531,,,-1,-1,"                      THE END
"," BONNIE HOPPS","



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
18546,18547,,,-1,-1,"                      THE END
",I,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,true
18782,18795,,,-1,-1,"                      THE END
"," BONNIE HOPPS","



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
18925,18937,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
19148,19160,,,-1,-1,"                      THE END
",BONNIE HOPPS,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
19783,19789,,,-1,-1,"                      THE END
",Bonnie,"



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
20002,20015,,,-1,-1,"                      THE END
"," BONNIE HOPPS","



                          ",25,BONNIE HOPPS,false,false,true,false,false,false,false
