begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT,APPOSITION,NOMINAL,PRONOUN
19868,19876,,,-1,-1,"restrictions set forth above.
",Rocket’s,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
19883,19885,,,-1,-1,"restrictions set forth above.
",He,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
19904,19907,,,-1,-1,"restrictions set forth above.
",his,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
19925,19927,,,-1,-1,"restrictions set forth above.
",He,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
20869,20875,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
20928,20934,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
21422,21428,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
27126,27132,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
27177,27183,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
27413,27419,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
27516,27519,,,-1,-1,"restrictions set forth above.
",You,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
27554,27560,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
28474,28480,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
28583,28591,,,-1,-1,"restrictions set forth above.
",fur-face,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,true,false
55799,55805,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
55814,55820,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
55875,55881,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
56552,56558,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
56580,56581,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
56939,56945,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
57033,57039,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
57138,57144,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
57275,57281,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
57298,57299,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
58025,58031,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
58056,58062,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
58370,58376,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
58767,58773,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
58924,58930,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
58961,58967,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
59448,59454,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
59618,59624,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
59663,59669,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
59686,59687,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
60718,60724,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
60968,60974,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
60996,60999,,,-1,-1,"restrictions set forth above.
",his,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
62455,62461,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
62530,62533,,,-1,-1,"restrictions set forth above.
",Man,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,true,false
62557,62563,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
63045,63051,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
63743,63749,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
63901,63907,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
68059,68066,,,-1,-1,"restrictions set forth above.
",Ratchet,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,true,false
68068,68071,,,-1,-1,"restrictions set forth above.
",you,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
68122,68128,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
68151,68157,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
68383,68389,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
68456,68462,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
68528,68531,,,-1,-1,"restrictions set forth above.
",you,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
68554,68560,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
72144,72150,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
73741,73747,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
73785,73791,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
74340,74346,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
76574,76580,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
76584,76586,,,-1,-1,"restrictions set forth above.
",HE,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
76644,76650,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
76720,76722,,,-1,-1,"restrictions set forth above.
",He,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
76892,76898,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
77019,77025,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
77070,77076,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
77262,77268,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
77330,77331,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
77491,77497,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
79897,79903,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
80632,80638,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
80679,80685,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
81117,81123,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
81295,81301,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
85880,85886,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
85927,85933,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
86105,86111,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
86186,86187,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
86701,86707,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
87126,87132,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
87260,87266,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
87413,87419,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
87475,87481,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
87588,87594,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
87643,87649,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
87774,87775,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
87807,87808,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
87897,87898,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
88022,88023,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
88414,88416,,,-1,-1,"restrictions set forth above.
",me,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
88421,88423,,,-1,-1,"restrictions set forth above.
",my,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
88463,88466,,,-1,-1,"restrictions set forth above.
",him,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
88583,88589,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
88651,88654,,,-1,-1,"restrictions set forth above.
",you,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
88699,88705,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
88727,88733,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
88926,88932,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
89039,89045,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
89109,89115,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
89164,89167,,,-1,-1,"restrictions set forth above.
",his,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
89290,89296,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
89316,89317,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
115692,115698,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
119208,119214,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
119249,119252,,,-1,-1,"restrictions set forth above.
",HIS,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
120679,120685,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
120755,120761,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
120772,120773,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
120781,120782,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
120790,120791,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
120834,120837,,,-1,-1,"restrictions set forth above.
",HIM,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
121358,121364,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
121408,121414,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
121522,121523,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
121834,121840,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
121889,121895,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
122060,122066,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
122085,122086,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
122499,122505,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
147566,147577,,,-1,-1,"restrictions set forth above.
",the raccoon,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,true,false
147692,147694,,,-1,-1,"restrictions set forth above.
",he,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
147776,147778,,,-1,-1,"restrictions set forth above.
",He,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
153903,153909,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
156890,156896,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
157295,157301,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
157344,157350,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
157868,157874,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
157891,157892,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
160159,160165,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
160173,160176,,,-1,-1,"restrictions set forth above.
",his,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
164484,164490,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
164529,164532,,,-1,-1,"restrictions set forth above.
",HIM,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
164729,164735,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
164742,164748,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
164922,164928,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
165584,165590,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
171885,171891,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
171938,171944,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
171996,172002,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
175809,175815,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
179778,179784,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
188960,188966,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
189059,189065,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
189168,189174,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
189628,189634,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
189760,189766,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
189818,189824,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
190029,190035,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
200377,200383,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
202853,202859,,,-1,-1,"restrictions set forth above.
",Rocket,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
202954,202960,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
203111,203117,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
204142,204148,,,-1,-1,"restrictions set forth above.
",ROCKET,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,false
204159,204160,,,-1,-1,"restrictions set forth above.
",I,"     F O R Y O U R C O N S I D",0,ROCKET,false,false,true,false,false,false,true
97810,97822,,,-1,-1,"restrictions set forth above.
",BROCK RUMLOW,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
97857,97869,,,-1,-1,"restrictions set forth above.
",BROCK RUMLOW,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
97941,97947,,,-1,-1,"restrictions set forth above.
",Rumlow,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
99914,99922,,,-1,-1,"restrictions set forth above.
",RUMLOW’S,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
100251,100257,,,-1,-1,"restrictions set forth above.
",Rumlow,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
100772,100778,,,-1,-1,"restrictions set forth above.
",Rumlow,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
100831,100843,,,-1,-1,"restrictions set forth above.
",BROCK RUMLOW,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
100899,100905,,,-1,-1,"restrictions set forth above.
",Rumlow,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
101152,101158,,,-1,-1,"restrictions set forth above.
",Rumlow,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
101392,101398,,,-1,-1,"restrictions set forth above.
",Rumlow,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
101433,101445,,,-1,-1,"restrictions set forth above.
",BROCK RUMLOW,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
102018,102024,,,-1,-1,"restrictions set forth above.
",Rumlow,"     F O R Y O U R C O N S I D",1,BROCK RUMLOW,false,false,true,false,false,false,false
8679,8690,,,-1,-1,"restrictions set forth above.
",JANE FOSTER,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,false
76112,76116,,,-1,-1,"restrictions set forth above.
",Jane,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,false
76118,76121,,,-1,-1,"restrictions set forth above.
",She,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,true
76128,76131,,,-1,-1,"restrictions set forth above.
",her,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,true
76204,76207,,,-1,-1,"restrictions set forth above.
",her,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,true
76221,76224,,,-1,-1,"restrictions set forth above.
",her,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,true
85525,85531,,,-1,-1,"restrictions set forth above.
",JANE’S,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,false
85620,85629,,,-1,-1,"restrictions set forth above.
",Lady Jane,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,true,false,false,false
85652,85663,,,-1,-1,"restrictions set forth above.
",JANE FOSTER,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,false
85809,85820,,,-1,-1,"restrictions set forth above.
",JANE FOSTER,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,false
86078,86082,,,-1,-1,"restrictions set forth above.
",Jane,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,false
86177,86180,,,-1,-1,"restrictions set forth above.
",her,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,true
86214,86217,,,-1,-1,"restrictions set forth above.
",her,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,true
88315,88326,,,-1,-1,"restrictions set forth above.
",Prettypants,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,true,false
88337,88340,,,-1,-1,"restrictions set forth above.
",she,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,true
88746,88752,,,-1,-1,"restrictions set forth above.
",Jane’s,"     F O R Y O U R C O N S I D",2,JANE FOSTER,false,false,true,false,false,false,false
