begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,Difficult,Speaker,Nominal,Apposition,Pronoun,Difficult
15488,15495,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
15520,15527,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
16108,16115,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
16153,16160,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
16289,16296,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
16667,16669,,,-1,-1,"hank you, boys. Thank you.
   ",he,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
21759,21766,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
21786,21793,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
21802,21805,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
21861,21864,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
21877,21884,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
22564,22571,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
22585,22588,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
22865,22872,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
23558,23565,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
23616,23623,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
23649,23650,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
23832,23839,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
23842,23843,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
23905,23906,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
23919,23920,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
23942,23943,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
24028,24035,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
24042,24043,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
24097,24104,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
24111,24113,,,-1,-1,"hank you, boys. Thank you.
   ",he,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
24138,24145,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
24192,24194,,,-1,-1,"hank you, boys. Thank you.
   ",me,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
24334,24341,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
24412,24419,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
24539,24540,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
24671,24672,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
24808,24815,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
24857,24864,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
24901,24908,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25002,25003,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
25030,25037,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25051,25054,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
25204,25211,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25509,25516,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25530,25533,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
25571,25578,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25581,25582,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
25625,25637,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Keating.,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25643,25650,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25715,25718,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
25737,25744,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25747,25748,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
25779,25782,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
25855,25862,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
25971,25978,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
26046,26053,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
26211,26213,,,-1,-1,"hank you, boys. Thank you.
   ",my,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
26390,26391,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
26746,26747,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
26854,26861,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
26895,26902,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
27637,27644,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
27668,27675,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
27917,27928,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28038,28041,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
28056,28067,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28074,28081,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28084,28085,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
28097,28098,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
28237,28244,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28279,28282,,,-1,-1,"hank you, boys. Thank you.
   ",You,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
28335,28339,,,-1,-1,"hank you, boys. Thank you.
   ",John,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28442,28449,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28568,28575,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28585,28586,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
28780,28787,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28919,28926,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28933,28940,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
28943,28950,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
29113,29116,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
29223,29230,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
29260,29267,,,-1,-1,"hank you, boys. Thank you.
   ",captain,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,true,false,false,false
29290,29296,,,-1,-1,"hank you, boys. Thank you.
   ",editor,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,true,false,false,false
29338,29347,,,-1,-1,"hank you, boys. Thank you.
   ",Thigh man,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,true,false,false,false
29472,29481,,,-1,-1,"hank you, boys. Thank you.
   ",Thigh man,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,true,false,false,false
29483,29488,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. K,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
29836,29843,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
29963,29966,,,-1,-1,"hank you, boys. Thank you.
   ",him,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
29980,29991,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
29993,30004,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30006,30009,,,-1,-1,"hank you, boys. Thank you.
   ",Sir,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,true,false,false,false
30011,30036,,,-1,-1,"hank you, boys. Thank you.
   ","Oh Captain,
		My Captain?","
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,true,false,false,true
30038,30045,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30077,30084,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30134,30138,,,-1,-1,"hank you, boys. Thank you.
   ",your,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
30161,30168,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30184,30191,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30201,30204,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
30226,30233,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30262,30264,,,-1,-1,"hank you, boys. Thank you.
   ",me,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
30296,30303,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30363,30370,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30406,30413,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30465,30472,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30475,30476,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
30583,30590,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
30680,30687,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
31155,31162,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
31525,31527,,,-1,-1,"hank you, boys. Thank you.
   ",my,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
31538,31545,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
31892,31894,,,-1,-1,"hank you, boys. Thank you.
   ",he,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
33989,33996,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
34102,34109,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
36007,36019,,,-1,-1,"hank you, boys. Thank you.
   ",John Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
38427,38434,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
43849,43858,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING'S,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
43876,43883,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
43952,43959,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
44035,44037,,,-1,-1,"hank you, boys. Thank you.
   ",He,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,true,false
44080,44087,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
44152,44159,,,-1,-1,"hank you, boys. Thank you.
   ",KEATING,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
44299,44306,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
44376,44383,,,-1,-1,"hank you, boys. Thank you.
   ",Keating,"
INT. WELTON ACADEMY HALLWAY -",0,"Mr. John
		Keating",false,false,false,false,false,false,false
